DivisionNm,OTH,ALP,LNP,PartyAb,Year
REID,14.47593035,37.2055309,48.31853875,LNP,2019
RICHMOND,31.43341308,31.70554226,36.86104466,ALP,2019
RIVERINA,16.90888737,23.16204516,59.92906748,LNP,2019
ROBERTSON,19.038944,34.10437118,46.85668481,LNP,2019
RYAN,26.9605708,24.43324415,48.60618505,LNP,2019
SCULLIN,17.27281639,60.41564552,22.31153808,ALP,2019
SHORTLAND,21.49529906,41.13422685,37.37047409,ALP,2019
SOLOMON,21.90291192,40.04248058,38.05460751,ALP,2019
SPENCE,23.20794261,50.96084779,25.8312096,ALP,2019
STIRLING,21.20213416,31.83143387,46.96643197,LNP,2019
STURT,19.57131921,29.8600226,50.56865819,LNP,2019
SWAN,22.09848224,33.2231955,44.67832226,LNP,2019
SYDNEY,23.97827348,49.41201287,26.60971365,ALP,2019
TANGNEY,20.4210072,25.94612738,53.63286541,LNP,2019
WANNON,22.75986871,26.13366189,51.1064694,LNP,2019
WARRINGAH,54.38055643,6.611812468,39.0076311,OTH,2019
WATSON,18.90919881,51.69139466,29.39940653,ALP,2019
WENTWORTH,41.61931502,10.94547318,47.4352118,LNP,2019
WERRIWA,16.97248193,47.75812117,35.26939689,ALP,2019
WHITLAM,25.73657605,48.79858967,25.46483428,ALP,2019
WIDE BAY,31.15945117,21.75089484,47.089654,LNP,2019
WILLS,37.97897804,44.0784681,17.94255386,ALP,2019
WRIGHT,36.34524682,18.73716368,44.91758951,LNP,2019
ADELAIDE,28.02135433,39.98261857,31.9960271,ALP,2022
ASTON,24.39995925,32.54788101,43.05215974,LNP,2022
BALLARAT,28.17305699,44.73678756,27.09015544,ALP,2022
BANKS,18.66738395,35.63633569,45.69628036,LNP,2022
BARKER,23.52007108,20.84518757,55.63474135,LNP,2022
BARTON,23.3838665,50.43056874,26.18556476,ALP,2022
BASS,31.66056931,28.61140667,39.72802402,LNP,2022
BEAN,28.5515377,41.7301868,29.7182755,ALP,2022
BENDIGO,30.38715561,42.97798134,26.63486305,ALP,2022
BENNELONG,20.91963712,37.72880539,41.35155748,ALP,2022
BEROWRA,28.68304289,22.23436864,49.08258847,LNP,2022
BLAIR,36.09792128,35.00724241,28.8948363,ALP,2022
BLAXLAND,18.01363909,54.97875779,27.00760312,ALP,2022
BONNER,25.62101812,29.56295266,44.81602922,LNP,2022
BOOTHBY,29.69474175,32.31639213,37.98886612,ALP,2022
BOWMAN,28.42898163,29.19993706,42.3710813,LNP,2022
BRADDON,33.38621491,22.50205388,44.11173121,LNP,2022
BRADFIELD,37.475182,17.47807743,45.04674057,LNP,2022
BRAND,27.79444195,50.19909909,22.00645896,ALP,2022
BRISBANE,35.03189397,27.25417747,37.71392856,OTH,2022
BRUCE,28.2684437,41.46919929,30.26235702,ALP,2022
BURT,25.42108138,51.63080284,22.94811578,ALP,2022
CALARE,37.18446873,15.14363719,47.67189407,LNP,2022
CALWELL,31.48067533,44.85793282,23.66139185,ALP,2022
CANBERRA,33.34524815,44.88096012,21.77379173,ALP,2022
CANNING,23.41615039,32.77709412,43.8067555,LNP,2022
CAPRICORNIA,32.50454082,28.05342666,39.44203252,LNP,2022
CASEY,38.6414511,24.87326969,36.48527921,LNP,2022
CHIFLEY,22.54061674,52.71790017,24.74148309,ALP,2022
CHISHOLM,23.61010381,40.08785926,36.30203693,ALP,2022
CLARK,65.39138617,18.7634686,15.84514523,OTH,2022
COOK,19.47616467,24.98952125,55.53431408,LNP,2022
COOPER,42.31146667,41.3376,16.35093333,ALP,2022
CORANGAMITE,27.66349401,38.20357146,34.13293452,ALP,2022
CORIO,33.29344776,42.1336029,24.57294933,ALP,2022
COWAN,22.71578187,46.86007785,30.42414028,ALP,2022
COWPER,46.53259736,13.99367111,39.47373153,LNP,2022
CUNNINGHAM,34.8870376,40.11271651,25.00024589,ALP,2022
CURTIN,44.72233594,13.95127431,41.32638975,OTH,2022
DAWSON,32.20593478,24.46717725,43.32688797,LNP,2022
DEAKIN,25.72978687,32.75588666,41.51432646,LNP,2022
DICKSON,26.2307001,31.70384433,42.06545557,LNP,2022
DOBELL,23.44347553,42.8591091,33.69741538,ALP,2022
DUNKLEY,27.27481666,40.22690709,32.49827626,ALP,2022
DURACK,26.28821644,29.14669973,44.56508383,LNP,2022
EDEN-MONARO,24.41167489,42.56922486,33.01910025,ALP,2022
FADDEN,33.03646557,22.34828072,44.61525371,LNP,2022
FAIRFAX,33.23011027,21.86206697,44.90782277,LNP,2022
FARRER,28.75166531,18.98649858,52.26183611,LNP,2022
FENNER,23.84395438,48.31235416,27.84369146,ALP,2022
FISHER,32.41469574,23.33124412,44.25406013,LNP,2022
FLINDERS,34.78392752,21.7255465,43.49052598,LNP,2022
FLYNN,29.59235627,33.52579866,36.88184507,LNP,2022
FORDE,35.08540143,28.00596119,36.90863738,LNP,2022
FORREST,29.43737512,27.43926806,43.12335682,LNP,2022
FOWLER,46.78532764,36.05578385,17.15888851,OTH,2022
FRANKLIN,36.57643245,36.69290897,26.73065858,ALP,2022
FRASER,33.26673977,42.05383221,24.67942802,ALP,2022
FREMANTLE,31.81238718,43.96703823,24.22057459,ALP,2022
GELLIBRAND,30.31118149,42.7150558,26.9737627,ALP,2022
GILMORE,22.01244349,35.96526566,42.02229086,ALP,2022
GIPPSLAND,26.62577052,19.22977821,54.14445127,LNP,2022
GOLDSTEIN,48.61092703,11.00961391,40.37945905,OTH,2022
GORTON,31.27204275,41.30298375,27.42497349,ALP,2022
GRAYNDLER,30.38816576,53.63370095,15.97813329,ALP,2022
GREENWAY,21.9377555,48.29071306,29.77153145,ALP,2022
GREY,33.28225916,21.40072538,45.31701546,LNP,2022
GRIFFITH,40.31229423,28.9427147,30.74499106,OTH,2022
GROOM,37.54843548,18.73359443,43.71797008,LNP,2022
HASLUCK,26.87970116,39.73485733,33.38544152,ALP,2022
HAWKE,36.93797027,36.72692237,26.33510736,ALP,2022
HERBERT,31.38900909,21.60428386,47.00670705,LNP,2022
HIGGINS,30.84984976,28.46478416,40.68536608,ALP,2022
HINDMARSH,25.12529114,42.18391742,32.69079144,ALP,2022
HINKLER,34.56600201,23.30631324,42.12768475,LNP,2022
HOLT,29.58063355,40.86348092,29.55588553,ALP,2022
HOTHAM,27.7379693,47.03997924,25.22205146,ALP,2022
HUGHES,33.98342775,22.52422376,43.49234849,LNP,2022
HUME,36.96092094,19.91561826,43.1234608,LNP,2022
HUNTER,34.04253344,38.53630009,27.42116647,ALP,2022
INDI,57.09897208,8.588673152,34.31235477,OTH,2022
ISAACS,28.16141123,39.95355659,31.88503218,ALP,2022
JAGAJAGA,29.92404413,40.90356864,29.17238723,ALP,2022
KENNEDY,55.74975428,16.0602111,28.19003461,OTH,2022
KINGSFORD SMITH,23.43381282,47.91106642,28.65512076,ALP,2022
KINGSTON,24.94376474,49.20356248,25.85267277,ALP,2022
KOOYONG,50.4209058,6.916901587,42.66219261,OTH,2022
LA TROBE,28.32707915,26.09084562,45.58207522,LNP,2022
LALOR,30.94372021,44.10993877,24.94634102,ALP,2022
LEICHHARDT,35.70392664,27.60094649,36.69512687,LNP,2022
LILLEY,28.3343602,41.8394659,29.82617391,ALP,2022
LINDSAY,21.56198079,31.70750339,46.73051582,LNP,2022
LINGIARI,28.75229198,36.55592421,34.69178381,ALP,2022
LONGMAN,30.32989405,31.49585897,38.17424698,LNP,2022
LYNE,35.02442936,21.4679994,43.50757124,LNP,2022
LYONS,33.74376176,29.03678857,37.21944967,ALP,2022
MACARTHUR,23.62972095,45.89433711,30.47594194,ALP,2022
MACKELLAR,50.34397066,8.245194008,41.41083533,OTH,2022
MACNAMARA,39.23745848,31.7657555,28.99678602,ALP,2022
MACQUARIE,22.46888488,42.97971755,34.55139756,ALP,2022
MAKIN,22.25804054,46.30441649,31.43754297,ALP,2022
MALLEE,34.14784455,16.75943226,49.0927232,LNP,2022
MARANOA,28.45621006,15.2886216,56.25516834,LNP,2022
MARIBYRNONG,30.52422101,42.34633067,27.12944832,ALP,2022
MAYO,54.85741821,18.11399659,27.0285852,OTH,2022
MCEWEN,29.96792695,36.81400767,33.21806538,ALP,2022
MCMAHON,23.69427203,47.9773902,28.32833778,ALP,2022
MCPHERSON,34.4457835,21.995612,43.55860449,LNP,2022
MELBOURNE,59.77970282,25.02953184,15.19076534,OTH,2022
MENZIES,24.6072521,33.29571665,42.09703125,LNP,2022
MITCHELL,21.88496483,25.50719547,52.60783969,LNP,2022
MONASH,36.61076185,25.60075275,37.7884854,LNP,2022
MONCRIEFF,33.24981157,20.80914258,45.94104586,LNP,2022
MOORE,25.44508328,32.7433967,41.81152003,LNP,2022
MORETON,29.32927093,37.41842776,33.25230131,ALP,2022
NEW ENGLAND,28.97031006,18.56238177,52.46730817,LNP,2022
NEWCASTLE,31.48816117,44.07111818,24.44072065,ALP,2022
NICHOLLS,44.27729512,11.52419872,44.19850616,LNP,2022
NORTH SYDNEY,40.49403818,21.45328363,38.05267819,OTH,2022
O'CONNOR,28.60791166,26.62792862,44.76415972,LNP,2022
OXLEY,25.40770553,45.89045403,28.70184044,ALP,2022
PAGE,35.70561065,18.67761956,45.61676979,LNP,2022
PARKES,30.46699596,20.21665918,49.31634486,LNP,2022
PARRAMATTA,24.3458138,40.65507625,34.99910995,ALP,2022
PATERSON,22.64699482,40.67110589,36.68189929,ALP,2022
PEARCE,27.32942813,42.77044966,29.90012221,ALP,2022
PERTH,34.01318561,39.24922366,26.73759074,ALP,2022
PETRIE,26.49066311,30.01699323,43.49234366,LNP,2022
RANKIN,27.04106033,43.9479857,29.01095398,ALP,2022
REID,20.49685637,41.61019025,37.89295338,ALP,2022
RICHMOND,47.85536759,28.79519763,23.34943478,ALP,2022
RIVERINA,32.96035028,20.46643153,46.5732182,LNP,2022
ROBERTSON,22.37917056,37.65824758,39.96258185,ALP,2022
RYAN,39.19912199,22.29852189,38.50235612,OTH,2022
SCULLIN,32.03946358,46.2533746,21.70716183,ALP,2022
SHORTLAND,27.86568161,40.01535409,32.1189643,ALP,2022
SOLOMON,35.51746032,39.50113379,24.9814059,ALP,2022
SPENCE,30.57414782,43.86455421,25.56129798,ALP,2022
STURT,26.19927182,30.66157535,43.13915283,LNP,2022
SWAN,28.84761486,39.06793554,32.0844496,ALP,2022
SYDNEY,29.51660606,50.82181818,19.66157576,ALP,2022
TANGNEY,21.94369026,38.0667237,39.98958605,ALP,2022
WANNON,36.44869982,19.0927884,44.45851179,LNP,2022
WARRINGAH,58.28422654,8.363511689,33.35226177,OTH,2022
WATSON,21.58479825,51.86697307,26.54822868,ALP,2022
WENTWORTH,48.66457497,10.85658379,40.47884124,OTH,2022
WERRIWA,29.47302521,39.85650545,30.67046934,ALP,2022
WHITLAM,26.77044367,45.01495377,28.21460256,ALP,2022
WIDE BAY,35.27266648,21.25847675,43.46885678,LNP,2022
WILLS,43.83648764,38.87036996,17.29314239,ALP,2022
WRIGHT,35.43466153,21.37483126,43.19050721,LNP,2022
ADELAIDE,18.73,37.07,44.2,LNP,2001
ASTON,12.26,36.95,50.78,LNP,2001
BALLARAT,13.01,44.14,42.85,ALP,2001
BANKS,19.96,44.25,35.79,ALP,2001
BARKER,22.2,23.74,54.06,LNP,2001
BARTON,14.29,47.99,37.73,ALP,2001
BASS,15.73,42.82,41.45,ALP,2001
BATMAN,19.59,58.7,21.71,ALP,2001
BENDIGO,17.09,43.48,39.43,ALP,2001
BENNELONG,15.99,30.94,53.07,LNP,2001
BEROWRA,18.63,22.81,58.57,LNP,2001
BLAIR,26.26,27.86,45.87,LNP,2001
BLAXLAND,19.96,54.13,25.91,ALP,2001
BONYTHON,23.77,47.36,28.86,ALP,2001
BOOTHBY,26.47,25.61,47.93,LNP,2001
BOWMAN,12.49,44.44,43.06,ALP,2001
BRADDON,12.43,48.4,39.17,ALP,2001
BRADFIELD,16.38,19.01,64.6,LNP,2001
BRAND,24.32,51.71,23.97,ALP,2001
BRISBANE,20.29,38.23,41.49,ALP,2001
BRUCE,10.85,48.61,40.54,ALP,2001
BURKE,14.09,47.74,38.16,ALP,2001
CALARE,58.91,20.56,20.53,OTH,2001
CALWELL,22.89,51.85,25.26,ALP,2001
CANBERRA,19.49,46.48,34.04,ALP,2001
CANNING,19.87,38.29,41.84,LNP,2001
CAPRICORNIA,12.19,48.95,38.87,ALP,2001
CASEY,15.45,33.29,51.26,LNP,2001
CHARLTON,20.63,46.06,33.31,ALP,2001
CHIFLEY,18.19,56.3,25.52,ALP,2001
CHISHOLM,13.98,42.44,43.58,ALP,2001
COOK,17.3,26.49,56.22,LNP,2001
CORANGAMITE,19.37,33.21,47.42,LNP,2001
CORIO,15.03,48.75,36.22,ALP,2001
COWAN,15.56,47.75,36.68,ALP,2001
COWPER,21.85,32.31,45.84,LNP,2001
CUNNINGHAM,27.78,44.19,28.04,ALP,2001
CURTIN,21.4,23.44,55.16,LNP,2001
DAWSON,16,33.77,50.22,LNP,2001
DEAKIN,14.35,38.39,47.26,LNP,2001
DENISON,17.04,51.38,31.59,ALP,2001
DICKSON,21.17,33.26,45.58,LNP,2001
DOBELL,13.38,42.68,43.93,LNP,2001
DUNKLEY,14.35,35.75,49.9,LNP,2001
EDEN-MONARO,22.17,36.74,41.08,LNP,2001
FADDEN,13.69,30.51,55.8,LNP,2001
FAIRFAX,27.88,25.06,47.05,LNP,2001
FARRER,18.01,20.96,61.02,LNP,2001
FISHER,22.94,25.1,51.95,LNP,2001
FLINDERS,15.44,32.85,51.71,LNP,2001
FORDE,17.34,33,49.67,LNP,2001
FORREST,21.49,30.61,47.9,LNP,2001
FOWLER,21.27,60.7,18.04,ALP,2001
FRANKLIN,16.59,45.85,37.56,ALP,2001
FRASER,21.74,47.47,30.78,ALP,2001
FREMANTLE,22.58,47.01,30.4,ALP,2001
GELLIBRAND,14.47,60.4,25.13,ALP,2001
GILMORE,17.84,26.06,56.11,LNP,2001
GIPPSLAND,28.68,25.7,45.62,LNP,2001
GOLDSTEIN,19.76,27.52,52.72,LNP,2001
GRAYNDLER,27.93,49.15,22.93,ALP,2001
GREENWAY,20.39,42.67,36.94,ALP,2001
GREY,13.94,31.45,54.61,LNP,2001
GRIFFITH,11.06,48.57,40.38,ALP,2001
GROOM,18.51,23.66,57.83,LNP,2001
GWYDIR,24.72,22.65,52.63,LNP,2001
HASLUCK,21.87,38.23,39.9,ALP,2001
HERBERT,20.66,36.35,42.98,LNP,2001
HIGGINS,17.93,28.88,53.19,LNP,2001
HINDMARSH,15.7,38.26,46.04,LNP,2001
HINKLER,22.76,38.12,39.12,LNP,2001
HOLT,12.37,56.5,31.13,ALP,2001
HOTHAM,10.46,54.45,35.09,ALP,2001
HUGHES,15.14,31.24,53.61,LNP,2001
HUME,17.43,29.58,52.99,LNP,2001
HUNTER,20.19,52.32,27.5,ALP,2001
INDI,20.61,27.03,52.36,LNP,2001
ISAACS,16.21,42.18,41.61,ALP,2001
JAGAJAGA,14.22,45.61,40.18,ALP,2001
KALGOORLIE,20.3,35.06,44.64,LNP,2001
KENNEDY,62.46,23.33,14.2,OTH,2001
KINGSFORD SMITH,18.06,47.69,34.26,ALP,2001
KINGSTON,21.01,40.17,38.82,ALP,2001
KOOYONG,18.66,26.26,55.08,LNP,2001
LA TROBE,18.87,34.55,46.59,LNP,2001
LALOR,11.76,58.1,30.14,ALP,2001
LEICHHARDT,18.07,33.17,48.76,LNP,2001
LILLEY,13.1,47.11,39.79,ALP,2001
LINDSAY,18.47,34.6,46.93,LNP,2001
LINGIARI,12.99,47.83,39.18,ALP,2001
LONGMAN,18.02,36.62,45.37,LNP,2001
LOWE,13.27,44.77,41.96,ALP,2001
LYNE,17.48,29.22,53.3,LNP,2001
LYONS,16.92,47.26,35.81,ALP,2001
MACARTHUR,13.33,35.88,50.79,LNP,2001
MACKELLAR,23.46,18.9,57.64,LNP,2001
MACQUARIE,22.18,26.83,51,LNP,2001
MAKIN,17.36,36.7,45.94,LNP,2001
MALLEE,20.58,20.37,59.06,LNP,2001
MARANOA,21.76,23.32,54.92,LNP,2001
MARIBYRNONG,12.41,59.91,27.67,ALP,2001
MAYO,26.44,20.8,52.76,LNP,2001
MCEWEN,15.24,38.76,46.01,LNP,2001
MCMILLAN,12.97,44.48,42.54,ALP,2001
MCPHERSON,16.33,28.47,55.21,LNP,2001
MELBOURNE,27.48,47.65,24.87,ALP,2001
MELBOURNE PORTS,20.94,39.36,39.71,ALP,2001
MENZIES,13.51,33.19,53.28,LNP,2001
MITCHELL,15.25,21.49,63.26,LNP,2001
MONCRIEFF,18.14,24.64,57.23,LNP,2001
MOORE,17.35,33.67,48.99,LNP,2001
MORETON,14.96,36.29,48.74,LNP,2001
MURRAY,12.55,20.21,67.24,LNP,2001
NEW ENGLAND,51.16,9.95,38.9,OTH,2001
NEWCASTLE,28.68,40.95,30.37,ALP,2001
NORTH SYDNEY,18.56,24.47,56.96,LNP,2001
O'CONNOR,23.38,19.78,56.83,LNP,2001
OXLEY,19.36,49.46,31.17,ALP,2001
PAGE,29.15,29,41.85,LNP,2001
PARKES,15.7,33.21,51.1,LNP,2001
PARRAMATTA,12.65,41.41,45.94,LNP,2001
PATERSON,12.15,40.75,47.1,LNP,2001
PEARCE,22.04,30.32,47.65,LNP,2001
PERTH,19.8,47.88,32.33,ALP,2001
PETRIE,13.84,37.96,48.19,LNP,2001
PORT ADELAIDE,19.8,50.77,29.42,ALP,2001
PROSPECT,17,55.36,27.65,ALP,2001
RANKIN,13.63,49.45,36.91,ALP,2001
REID,20.43,57.09,22.48,ALP,2001
RICHMOND,21.24,34,44.76,LNP,2001
RIVERINA,14.56,24,61.45,LNP,2001
ROBERTSON,15.12,34.08,50.8,LNP,2001
RYAN,14.95,31.32,53.75,LNP,2001
SCULLIN,10.23,63.08,26.69,ALP,2001
SHORTLAND,15.64,49.7,34.67,ALP,2001
SOLOMON,19.82,38.36,41.81,LNP,2001
STIRLING,18.58,41.24,40.19,ALP,2001
STURT,19.55,29.72,50.73,LNP,2001
SWAN,19.76,41.27,38.98,ALP,2001
SYDNEY,25.57,44.33,30.1,ALP,2001
TANGNEY,18.37,31.83,49.81,LNP,2001
THROSBY,19.88,54.9,25.22,ALP,2001
WAKEFIELD,18.99,24.78,56.24,LNP,2001
WANNON,14.31,33.29,52.4,LNP,2001
WARRINGAH,36.46,12.08,51.45,LNP,2001
WATSON,15.74,56.15,28.12,ALP,2001
WENTWORTH,18.4,29.52,52.08,LNP,2001
WERRIWA,16.37,50.33,33.32,ALP,2001
WIDE BAY,27.96,26.9,45.15,LNP,2001
WILLS,17.21,56.03,26.77,ALP,2001
ADELAIDE,19.14,37.45,43.41,LNP,1998
ASTON,13,38.51,48.49,LNP,1998
BALLARAT,13.86,40.92,45.23,LNP,1998
BANKS,21.69,44.52,33.79,ALP,1998
BARKER,29.17,21.69,49.14,LNP,1998
BARTON,15.3,49.61,35.08,ALP,1998
BASS,11.95,42.3,45.75,ALP,1998
BATMAN,13.94,65.84,20.22,ALP,1998
BENDIGO,18.03,42.91,39.07,ALP,1998
BENNELONG,18.88,31.87,49.24,LNP,1998
BEROWRA,18.25,27.4,54.36,LNP,1998
BLAIR,42.77,25.29,31.94,LNP,1998
BLAXLAND,16.78,61.42,21.8,ALP,1998
BONYTHON,25.25,50.52,24.24,ALP,1998
BOOTHBY,20.62,31.16,48.22,LNP,1998
BOWMAN,18.63,43.83,37.54,ALP,1998
BRADDON,13.75,45.85,40.41,ALP,1998
BRADFIELD,16.84,18.8,64.37,LNP,1998
BRAND,20.25,52,27.74,ALP,1998
BRISBANE,17.65,44.34,38.02,ALP,1998
BRUCE,12.76,48.66,38.58,ALP,1998
BURKE,13.96,50,36.03,ALP,1998
CALARE,53.83,23.93,22.24,OTH,1998
CALWELL,11.33,62.36,26.32,ALP,1998
CANBERRA,18.17,48.9,32.93,ALP,1998
CANNING,24.83,40.24,34.93,ALP,1998
CAPRICORNIA,20.54,47.11,32.35,ALP,1998
CASEY,20.2,33.42,46.39,LNP,1998
CHARLTON,23.07,49.32,27.61,ALP,1998
CHIFLEY,21.01,59.26,19.73,ALP,1998
CHISHOLM,15.89,42.38,41.74,ALP,1998
COOK,18.81,30.95,50.22,LNP,1998
CORANGAMITE,17.9,36.08,46.02,LNP,1998
CORIO,15.54,50.82,33.64,ALP,1998
COWAN,17.15,43.89,38.96,ALP,1998
COWPER,24.97,33.02,42.01,LNP,1998
CUNNINGHAM,22.71,52.94,24.34,ALP,1998
CURTIN,32.5,22.87,44.63,LNP,1998
DAWSON,20.33,38.02,41.64,LNP,1998
DEAKIN,17.22,38.83,43.95,LNP,1998
DENISON,12.22,55.66,32.12,ALP,1998
DICKSON,24.62,40.6,34.79,ALP,1998
DOBELL,16.97,45.26,37.77,ALP,1998
DUNKLEY,14.77,38.98,46.24,LNP,1998
EDEN-MONARO,17.54,39.21,43.25,LNP,1998
FADDEN,21.31,31.19,47.49,LNP,1998
FAIRFAX,28.44,28.69,42.87,LNP,1998
FARRER,23.32,23.82,52.87,LNP,1998
FISHER,24.18,27.79,48.02,LNP,1998
FLINDERS,15.19,37.42,47.39,LNP,1998
FORDE,24.6,32.66,42.74,LNP,1998
FORREST,27.05,27.04,45.91,LNP,1998
FOWLER,21.23,61.69,17.09,ALP,1998
FRANKLIN,11.34,49.14,39.51,ALP,1998
FRASER,19.53,52.41,28.07,ALP,1998
FREMANTLE,20.11,47.45,32.45,ALP,1998
GELLIBRAND,12.55,67.47,19.98,ALP,1998
GILMORE,19.11,35.8,45.09,LNP,1998
GIPPSLAND,30.76,26.28,42.97,LNP,1998
GOLDSTEIN,14.43,33.53,52.04,LNP,1998
GRAYNDLER,23.6,55.67,20.73,ALP,1998
GREENWAY,22.8,46.43,30.77,ALP,1998
GREY,19.06,31.37,49.57,LNP,1998
GRIFFITH,15.56,44.17,40.26,ALP,1998
GROOM,26.48,25.23,48.29,LNP,1998
GWYDIR,27.26,26.6,46.14,LNP,1998
HERBERT,22.89,37.19,39.91,LNP,1998
HIGGINS,14.43,32.12,53.44,LNP,1998
HINDMARSH,17.54,39.19,43.28,LNP,1998
HINKLER,23.31,40.11,36.58,LNP,1998
HOLT,10.67,59.78,29.54,ALP,1998
HOTHAM,10.81,56.98,32.21,ALP,1998
HUGHES,18.96,34.07,46.97,LNP,1998
HUME,17.3,32.49,50.22,LNP,1998
HUNTER,17.63,54.63,27.74,ALP,1998
INDI,20.71,28.43,50.87,LNP,1998
ISAACS,13.4,48.43,38.17,ALP,1998
JAGAJAGA,12.48,48.15,39.37,ALP,1998
KALGOORLIE,38.37,27.62,34.01,LNP,1998
KENNEDY,26.64,29.25,44.12,LNP,1998
KINGSFORD SMITH,17.59,51.87,30.54,ALP,1998
KINGSTON,22.04,38.51,39.45,ALP,1998
KOOYONG,15.73,29.44,54.83,LNP,1998
LA TROBE,19.39,37.77,42.84,LNP,1998
LALOR,13.21,61.21,25.58,ALP,1998
LEICHHARDT,21.57,36.98,41.45,LNP,1998
LILLEY,16.56,45.16,38.28,ALP,1998
LINDSAY,19.18,39.12,41.7,LNP,1998
LONGMAN,26.29,34.77,38.93,LNP,1998
LOWE,30.78,36.03,33.18,ALP,1998
LYNE,19.48,29.51,51,LNP,1998
LYONS,15.27,51.17,33.56,ALP,1998
MACARTHUR,18.56,33.69,47.75,LNP,1998
MACKELLAR,26.7,19.62,53.68,LNP,1998
MACQUARIE,22.48,34.78,42.74,LNP,1998
MAKIN,21.62,37.67,40.7,LNP,1998
MALLEE,20.99,21.83,57.18,LNP,1998
MARANOA,29.68,25.11,45.19,LNP,1998
MARIBYRNONG,10.91,64.66,24.43,ALP,1998
MAYO,32.52,21.83,45.64,LNP,1998
MCEWEN,16.51,40.03,43.46,LNP,1998
MCMILLAN,24.17,36.91,38.91,ALP,1998
MCPHERSON,17.39,33.12,49.49,LNP,1998
MELBOURNE,17.8,57.9,24.3,ALP,1998
MELBOURNE PORTS,16.91,44.1,38.99,ALP,1998
MENZIES,20.26,32.85,46.89,LNP,1998
MITCHELL,18.34,21.26,60.4,LNP,1998
MONCRIEFF,19.02,29.11,51.88,LNP,1998
MOORE,35.43,30.2,34.38,LNP,1998
MORETON,16.95,39.93,43.12,LNP,1998
MURRAY,19.85,20.72,59.43,LNP,1998
NEW ENGLAND,29.47,22.98,47.56,LNP,1998
NEWCASTLE,51.8,48.21,0,ALP,1998
NORTH SYDNEY,19.83,25.84,54.32,LNP,1998
NORTHERN TERRITORY,18.1,42.3,39.6,ALP,1998
O'CONNOR,23.27,22.17,54.54,LNP,1998
OXLEY,29.76,45.75,24.48,ALP,1998
PAGE,22.84,35.4,41.76,LNP,1998
PARKES,26.12,35.59,38.29,LNP,1998
PARRAMATTA,17.69,38.67,43.64,LNP,1998
PATERSON,16.15,43.13,40.71,ALP,1998
PEARCE,24.6,30.51,44.9,LNP,1998
PERTH,20.2,50.16,29.64,ALP,1998
PETRIE,17.97,39.66,42.37,LNP,1998
PORT ADELAIDE,21.21,53.1,25.69,ALP,1998
PROSPECT,17.46,59.54,23.01,ALP,1998
RANKIN,22.62,47.48,29.91,ALP,1998
REID,20.58,57.56,21.87,ALP,1998
RICHMOND,21.53,38.3,40.16,LNP,1998
RIVERINA,16.3,25.87,57.83,LNP,1998
ROBERTSON,16.25,39.84,43.9,LNP,1998
RYAN,19.26,30.35,50.4,LNP,1998
SCULLIN,7.84,67.72,24.44,ALP,1998
SHORTLAND,19.98,51.78,28.25,ALP,1998
STIRLING,17.92,40.38,41.71,ALP,1998
STURT,19.51,32.71,47.77,LNP,1998
SWAN,20.66,40.09,39.26,ALP,1998
SYDNEY,20.69,51.59,27.7,ALP,1998
TANGNEY,19.65,33.04,47.31,LNP,1998
THROSBY,21.46,61.27,17.27,ALP,1998
WAKEFIELD,26.43,21.69,51.87,LNP,1998
WANNON,19.71,31.21,49.07,LNP,1998
WARRINGAH,17,27.53,55.46,LNP,1998
WATSON,16.27,56.85,26.88,ALP,1998
WENTWORTH,17.13,33.12,49.75,LNP,1998
WERRIWA,20.46,50.58,28.97,ALP,1998
WIDE BAY,31.83,28.42,39.74,LNP,1998
WILLS,10.36,63.96,25.68,ALP,1998
ADELAIDE,14.36,37.74,47.89,LNP,1996
ASTON,9.72,38.69,51.59,LNP,1996
BALLARAT,9.1,41.89,49.01,LNP,1996
BANKS,16.96,43.56,39.49,ALP,1996
BARKER,14.43,23.05,62.51,LNP,1996
BARTON,10.45,48.38,41.17,ALP,1996
BASS,8.53,40.24,51.23,LNP,1996
BATMAN,19.75,58.82,21.43,ALP,1996
BENDIGO,12.43,42.82,44.75,LNP,1996
BENNELONG,14.02,32.16,53.83,LNP,1996
BEROWRA,19.84,21.55,58.6,LNP,1996
BLAXLAND,10.25,58.71,31.05,ALP,1996
BONYTHON,19.43,49.59,30.99,ALP,1996
BOOTHBY,17.2,29.45,53.35,LNP,1996
BOWMAN,11.34,42.13,46.53,LNP,1996
BRADDON,9.55,38.31,52.14,LNP,1996
BRADFIELD,19.45,15.8,64.75,LNP,1996
BRAND,12.54,43.86,43.6,ALP,1996
BRISBANE,17.12,38.21,44.65,ALP,1996
BRUCE,8.55,45.82,45.63,ALP,1996
BURKE,10.61,50.95,38.44,ALP,1996
CALARE,34.5,28.96,36.52,OTH,1996
CALWELL,9.84,61.33,28.83,ALP,1996
CANBERRA,13.6,48.28,38.13,ALP,1996
CANNING,14.5,41.35,44.15,LNP,1996
CAPRICORNIA,8.23,40.37,51.4,LNP,1996
CASEY,14.17,35.8,50.03,LNP,1996
CHARLTON,16.54,50,33.47,ALP,1996
CHIFLEY,15.2,57.95,26.85,ALP,1996
CHISHOLM,12.48,40.39,47.13,LNP,1996
COOK,13.51,31.4,55.1,LNP,1996
CORANGAMITE,11.48,35.86,52.66,LNP,1996
CORIO,9.66,50.76,39.58,ALP,1996
